ID	azelate	sebacate	undecanedionate	X2.hydroxymyristic.acid	arachidonic.acid	eicosatrienoic.acid	docosahexaenoic.acid	docosapentaenoic.acid	adrenic.acid	lithocholic.acid	chenodeoxycholate	deoxycholic.acid	ketodeoxycholate	alpha.muricholate	cholate	urobilin	linoleoyl.ethanolamide	stearoyl.ethanolamide	palmitoyl.glycerol	C18.0e.MAG	N.oleoylethanolamine	cholesterol	cholestenone	C16.0.LPC	C16.0.ceramide..d18.1.	C18.1.CE	C18.0.SM	propionate	butyrate...isobutytare.	methylbutyric.aid...valeric...isovaleric.	malonate	uracil	caproic.acid	nicotinate	taurine	thymine	erythronic.acid	hypoxanthine	phenylacetate	glutamate	hydrocinnamic.acid	xanthine	X3.methyladipate.pimelate	citrulline	fructose.glucose.galactose.	azelaic.acid	N.acetylglutamate	glucurote	pseudouridine	deoxyinosine	docosapentaenoate	lithocholate	chenodeoxycholate.deoxycholate.	putrescine	cytosine	N.acetylputrescine	nicotinic.acid	creatine	X2.hydroxyphenethylamine	imidazole.propionate	pyridoxamine	X7.methylguanine	X3.methylxanthine	dimethyllysine	N.acetylspermidine	trimethyllysine	N.acetylglutamic.acid	N.acetylhistidine	ADMA.SDMA.	ADMA	C2.carnitine	pantothenate	inosine	threosphingosine	diacetylspermine	phytosphingosine	C16.carnitine	C20.4.carnitine	bilirubin	urobilin.
UniRef90_A4ECR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94761153645251e-05	0	0.000771478872932778	0	0	0	0	0	0	0	0	0.000129498140845149	0	0	0	0	0.00071746979748924	0	0	0	0	0	0	0	0	2.41135297758201e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.31641680551341e-05	0	0	0	0	0	0	0
UniRef90_A4VYJ1	0	0	0	0	0	-7.06802344390221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000427399277201522	0	0	0	0	0	0	0	0	0	0	2.99903529569127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147995021454385	0	0	0	0
UniRef90_A5KIS9	0	0.000228482437209442	0	0	0	0	0	-2.81157030639255e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.46599810883446e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50313979153709e-05	0	0	0	0	-0.000142607274952209	0	0	0	-1.43317394271755e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61302854472284e-05	0	7.45999357482223e-05
UniRef90_A5KL05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133587717604097	0	0	0	0	0	0	0	0	0.000111831590158145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371551569236659	0	-5.14222364670686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KMC2	0	0	0	0	0	6.93497227303894e-05	0	0	0	0	0	0	0	0.000826649463402918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31579619423829e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KP23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51280412640693e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KR91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60841345286107e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000273353473386636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KR92	0	0	0	0	0	0.000349729667224927	0	0	0	0	0	0	0	0	0	0	0.000361881421315971	6.94988040803708e-05	0	0	0.000444542523969357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000130631590273743	0	0	0	0	0.000534956746919988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KR94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290659296347874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KRH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KRI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018709271243827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47331792485368e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5KRL0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14783245723093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5LW83	0	0	-0.000324213096482899	0	0	0	0	0	0	0	0.00187629428325393	0	0	0	0.00749590786824546	0	0	0	0	0	0	0	0	0	0	0	0	-0.00131155674614137	-9.35798845253689e-05	-0.00287259975449613	0	-0.000836736539364823	0	-0.000108986663132401	0	0	0	-5.22414041950819e-05	-0.000923364201530439	0	0	-0.0033017320941951	0	-0.00115561748378966	0	0	-0.000125927656459963	0	0	0	0	-0.00153870194157892	0	0	-2.46444948702026e-05	0	-0.00198797831952788	0.00313085057107912	0	0	-0.000281452130754293	0	0	0	0	0	-2.98520820508831e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z2Z6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z2Z7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.88834978985804e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z300	0	0	0	0	0	-0.000102214454344039	0	0	-0.000102106015558669	0	0	0	0	0	0	0.00035505667156337	0	0	0	-2.69253481034124e-05	0	0	0	0	-7.19337845774759e-05	-6.35339076526123e-06	0	0	0	0	0	0	0.000835998555850624	0	0	0	0	0	0	0	0.000746330374571372	0	0	-5.34062540772599e-05	0	0	4.71150250039511e-05	0	0	0	0	0	0	0	0	0	0	0	0	-2.82090989635585e-05	0	0	0	0	0	0	8.06579694549129e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000117055616999374
UniRef90_A5Z304	0	0	0	0	0	-0.000128189604871673	0	-1.51582717881363e-05	-0.000115475485498545	0	0	0.000212814050090652	0	0	0	0.000105440650646492	0	0	0	-2.15362330707936e-05	-0.000553201754463247	0	0	0	-1.30728712118909e-05	0	0	0	0	0	0	0	0	2.27050864443841e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.73481235365179e-05	0	0	0	0	0	0	0	0	0	0.00023749432682581	0	0	0	0	0	0	0	0	0	5.55387264182352e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z309	0	0	0	0	0	-0.000166202586938956	0	-0.00010897566658688	-6.19027979375225e-05	0	0	0	0	0	0	0.000943894849114157	0	-0.000307742626681688	0	-3.14112494178339e-05	0	0	0	0	-3.59778853936051e-05	-1.95747939161513e-05	0	0	0	0	0	0	0	2.81663224270398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000174503846746293	0	0	0	0	0	0	0	0	0	0.000738048492784619	0	0	0	0	0	0	0	0	0	0.00010368352630481	0	0	0	0	0	0	0	0	0	0	0	0	0.00043505551597768
UniRef90_A5Z319	0	0	0	0	0	-7.86866182006637e-05	0	0	-1.85590872212709e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23903891883499e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z326	0	0	0	0	0	-6.60653024083667e-05	0	0	-5.7559329062961e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61119608565675e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78581097682937e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5Z498	0	0	0	0	0	-0.000109081046905743	0	-4.13803760275743e-05	-0.000103727157049385	0	0	0.000446980825790737	0	0	0	0.000469351777766407	0	0	0	-2.1925993979025e-05	0	0	0	0	-7.54155653954568e-06	-4.59646655721235e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130578959953453	0	0	0	0	0	6.61630829021267e-05	0	0	0	0	0	0	0	0	0	0	0	0	-0.000787809982650172	0	0	0	0	0	0	5.71884932239572e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.42708714608433e-05
UniRef90_A5Z511	0	0	0	0	0	-0.000103528020118769	0	-1.33119603437829e-06	-9.50411512429784e-05	0	0	0	0	0	0	0.000134152483500253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48378213397744e-05	0	0	0	0	0	0	0	0	3.26566207838286e-05	-0.000175715389297638	0	0	6.54879770427262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000214059109191297	0	0	8.65078448209119e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000142581401603711
UniRef90_A5Z5H9	0	0	0	0.000372280051699968	0	-0.000166995621625877	0	-0.00011852446485452	0	0	0	0	0	0	0	0.00067591678410609	0	-9.71098201937405e-05	-3.06636732970238e-05	0	0	0	0	0	-8.47838331612993e-05	0	0	0	0	0	0	0	0	0.000111891002255194	0	0	0	0	0	0	0	0	0.000374825453585809	0	0	0	0.000267849882293112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132341941017371	0	0	0	0	0	0	0	0	-0.000260581406269215	0	9.15190680679614e-07	0	0.000471475142395243
UniRef90_A5Z5I8	0	0	0	8.01494583726298e-05	0	-8.45530697317865e-05	0	-0.000110930430836648	-5.70053888041528e-05	0	0	0	0	0	0	0.00118939924710064	0	-4.12730145694215e-05	-4.72337898527034e-05	0	0	0	0	0	-7.77709794230496e-05	-1.03351526357298e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212905201186875	0	0.00123452380320638	0	0	2.86148015314056e-07	0.000259209742091243	0	0	0	-1.96265837702126e-05	0	0	0	0	0	0	0	0	-0.00021352911413352	0	0	0	0	0	0	0.000130096698911654	0	0	0	0	0	0	0	0	-2.24529663611881e-05	0	0	0	0.000703659063136779
UniRef90_A5Z5I9	0	0	0	2.80182883058488e-05	-0.000253209023471475	-5.91137971670204e-05	0	-5.20957399671114e-05	-0.000232322830315586	0.000442480533348064	-0.000490518440162591	0	0	0	-0.000803559764277411	0.000240034992363234	0	0	0	0	0	0	0	0	0	-4.4486112254399e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000674219080633147	0	1.7348161558696e-05	0	0	0	0	0	0.000314657329977042	0	0	0	0	0	0	0	0	0	0	0	-0.000129575902764068	0	0	1.26565726773094e-05	0	0	-0.000757202663142002	0	0	0	0	0	0	0	0	0	0.000313625720923921
UniRef90_A5ZBN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZI73	0	0	0	0	0	-8.33225899814535e-05	0	-1.42527012243173e-05	0	0	-0.000692025855287394	0.00150457261812406	0	-1.1946123748895e-05	-0.00178165949342864	0.000117537743407297	0	0	0	0	0	0	0	0	0	-8.12649965418895e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05497427945488e-05	-5.68044152818441e-05	0	0	0	0	0	0	0	0.000835423534698673	0	0	0	0	0	0	0	0	0	0	0	-9.53063676216323e-05	0	0	5.42098650232902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000369955087757309
UniRef90_A5ZLI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000329928080442381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZLI4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000761940747759572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168310949301019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26736858643772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZNS7	4.8752088675473e-05	0.000418970925721305	0	0	0	-4.34703520555938e-05	0	-0.000177777922855868	-2.97760297582475e-05	0	0	0	0	0	0	0.000100739783414968	0	0	0	-4.44243050565082e-05	0	0	0	0	-5.59064814861226e-05	-2.40494031428105e-05	0	0	0	0	0	0	0	0	0	0	-0.000317869138299702	0	0	0	0	0	0	0	0	3.13626394896397e-05	0	0	0	0	-0.000311747226810899	0	0	0	0	0	0	0	-4.60080907912174e-05	0	0	0	0	0	0	0	3.20769509105612e-06	0	0	0	0	0	0	0	0	0	0	7.97439941217017e-05	0	0.000353222900719622
UniRef90_A5ZQM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZQM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75158066634924e-05	0	0	0.000103917056228707	0	0	0	0
UniRef90_A5ZT60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZTV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024492458372865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZWS7	0	0	9.75874737982249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314920315447687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369169158416616	0	0	0	0	0	0	0	0	0.00190339298921743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108811428093366	0	0	0	0	0	0	0	0
UniRef90_A5ZYK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80968452305418e-05	0	0	0	0	0	0	0
UniRef90_A5ZYU0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.56059271366822e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZYU6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.01241402126024e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A5ZYV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552395431067834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68262924785801e-05	0	0	1.58253288190621e-06	0	0	0	0
UniRef90_A5ZYV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08111566169045e-05	0	0	0	0
UniRef90_A5ZYV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113724913695746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A6BF00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156370269984673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
